Procurement_ID,Order_Date,Department_ID,Category_ID,Supplier_ID,Procurement_Method,Quantity,Estimated_Unit_Price_AZN,Actual_Unit_Price_AZN,Contract_Date,Expected_Delivery_Date,Actual_Delivery_Date,Status,Region,Quality_Score
PR-2024-05713,2024-01-01,DEP-001,CAT-005,SUP-100,Framework Agreement,60,2393.54,2150.73,2024-01-27,2024-02-18,2024-02-15,Completed,Baku,5.0
PR-2025-05714,2025-09-01,DEP-001,CAT-002,SUP-054,Direct Purchase,34,1148.97,1052.88,2025-09-16,2025-10-29,2025-11-06,Completed,Baku,3.6
PR-2024-05715,2024-03-31,DEP-003,CAT-017,SUP-060,Request for Quotation,89,123.9,115.24,2024-04-21,2024-04-28,2024-04-22,Completed,Baku,4.1
PR-2025-05716,2025-11-30,DEP-004,CAT-012,SUP-119,Open Tender,9,939.63,809.68,2025-12-21,2026-01-30,,In Progress,Baku,
PR-2024-05717,2024-07-24,DEP-012,CAT-017,SUP-108,Open Tender,30,655.79,632.85,2024-08-10,2024-08-25,2024-09-11,Completed,Shaki,4.1
PR-2025-05718,2025-05-07,DEP-003,CAT-017,SUP-076,Open Tender,18,1235.9,1067.95,2025-05-27,2025-06-14,,Cancelled,Baku,
PR-2024-05719,2024-01-25,DEP-004,CAT-001,SUP-041,Framework Agreement,59,2613.26,2491.05,2024-01-30,2024-03-24,2024-03-16,Completed,Ganja,3.6
PR-2024-05720,2024-09-13,DEP-002,CAT-016,SUP-006,Open Tender,5,12667.94,11077.55,2024-09-21,2024-10-09,2024-10-10,Completed,Baku,3.4
PR-2024-05721,2024-12-03,DEP-009,CAT-007,SUP-070,Request for Quotation,643,16.19,15.55,2024-12-07,2024-12-17,2024-12-06,Completed,Baku,4.4
PR-2024-05722,2024-02-25,DEP-002,CAT-008,SUP-086,Open Tender,209,32.28,28.52,2024-03-17,2024-05-06,2024-04-29,Completed,Baku,4.5
PR-2024-05723,2024-05-23,DEP-012,CAT-022,SUP-019,Open Tender,32,378.06,336.53,2024-05-27,2024-06-22,,In Progress,Sumgayit,
PR-2026-05724,2026-02-12,DEP-008,CAT-009,SUP-120,Direct Purchase,135,859.59,948.72,2026-02-26,2026-04-22,2026-05-02,Completed,Shirvan,4.1
PR-2024-05725,2024-10-28,DEP-005,CAT-014,SUP-028,Framework Agreement,11,397.76,369.13,2024-11-18,2024-12-07,2024-12-13,Completed,Baku,4.1
PR-2026-05726,2026-03-05,DEP-004,CAT-024,SUP-033,Request for Quotation,289,72.09,67.12,2026-03-20,2026-04-12,,In Progress,Baku,
PR-2024-05727,2024-12-08,DEP-002,CAT-024,SUP-073,Open Tender,372,10.95,9.5,2024-12-12,2025-01-21,2025-01-19,Completed,Baku,4.7
PR-2024-05728,2024-09-17,DEP-010,CAT-024,SUP-002,Open Tender,149,486.4,397.23,2024-10-05,2024-11-26,,In Progress,Shirvan,
PR-2024-05729,2024-11-08,DEP-004,CAT-011,SUP-030,Request for Quotation,9,659.07,607.95,2024-11-13,2024-12-08,2024-12-02,Completed,Baku,4.1
PR-2026-05730,2026-02-01,DEP-005,CAT-010,SUP-045,Open Tender,1,110.26,102.77,2026-02-20,2026-03-23,2026-03-21,Completed,Baku,4.0
PR-2026-05731,2026-02-06,DEP-008,CAT-010,SUP-045,Open Tender,87,198.3,173.24,2026-02-28,2026-03-26,2026-03-21,Completed,Ganja,3.9
PR-2024-05732,2024-03-08,DEP-004,CAT-019,SUP-115,Request for Quotation,396,700.13,651.98,2024-03-21,2024-04-06,2024-04-14,Completed,Baku,2.4
PR-2026-05733,2026-02-15,DEP-004,CAT-018,SUP-098,Request for Quotation,7,6127.39,5443.76,2026-02-27,2026-04-02,2026-03-30,Completed,Absheron,4.9
PR-2025-05734,2025-07-03,DEP-012,CAT-005,SUP-001,Framework Agreement,71,441.99,412.86,2025-07-24,2025-08-28,2025-09-08,Completed,Mingachevir,4.5
PR-2026-05735,2026-04-19,DEP-012,CAT-017,SUP-053,Framework Agreement,18,245.71,228.55,2026-05-02,2026-06-12,2026-06-08,Completed,Baku,3.9
PR-2025-05736,2025-02-24,DEP-004,CAT-020,SUP-016,Request for Quotation,431,1.13,0.94,2025-02-28,2025-03-29,2025-04-09,Completed,Baku,2.8
PR-2024-05737,2024-01-19,DEP-012,CAT-017,SUP-027,Open Tender,60,,327.41,2024-02-02,2024-03-10,,Cancelled,Baku,
PR-2024-05738,2024-11-03,DEP-007,CAT-007,SUP-017,Open Tender,631,3.61,3.23,2024-11-20,2024-12-07,2024-12-15,Completed,Baku,4.1
PR-2024-05739,2024-05-26,DEP-012,CAT-007,SUP-064,Direct Purchase,532,2.62,2.44,2024-06-08,2024-07-01,2024-07-07,Completed,Baku,4.5
PR-2024-05740,2024-08-18,DEP-002,CAT-016,SUP-114,Request for Quotation,3,1593.0,1485.78,2024-09-02,2024-09-30,2024-09-30,Completed,Absheron,5.0
PR-2025-05741,2025-01-22,DEP-010,CAT-018,SUP-090,Request for Quotation,2,1003.48,936.05,2025-01-26,2025-02-23,2025-02-18,Completed,Baku,4.5
PR-2024-05742,2024-10-22,DEP-007,CAT-021,SUP-058,Framework Agreement,37,108.54,98.7,2024-10-26,2024-12-04,2024-12-03,Completed,Baku,4.6
PR-2025-05743,2025-04-29,DEP-005,CAT-009,SUP-045,Open Tender,72,366.18,329.61,2025-05-08,2025-06-14,2025-06-23,Completed,Baku,3.7
PR-2025-05744,2025-12-08,DEP-011,CAT-016,SUP-006,Framework Agreement,2,2612.87,2472.5,2025-12-25,2026-01-25,2026-01-31,Completed,Baku,4.3
PR-2026-05745,2026-01-12,DEP-005,CAT-004,SUP-048,Request for Quotation,45,1088.56,1055.27,2026-02-09,2026-02-25,2026-03-01,Completed,Baku,3.7
PR-2024-05746,2024-06-15,DEP-004,CAT-012,SUP-023,Framework Agreement,10,3224.59,3294.91,2024-06-22,2024-08-17,2024-08-25,Completed,Baku,3.8
PR-2025-05747,2025-07-29,DEP-007,CAT-023,SUP-066,Direct Purchase,120,73.51,77.79,2025-08-03,2025-08-10,2025-08-15,Completed,Baku,2.6
PR-2025-05748,2025-04-28,DEP-007,CAT-022,SUP-092,Request for Quotation,29,9017.71,8693.45,2025-05-06,2025-06-20,2025-06-23,Completed,Baku,4.2
PR-2024-05749,2024-03-09,DEP-012,CAT-017,SUP-112,Framework Agreement,41,1646.88,1519.15,2024-03-14,2024-05-12,2024-05-05,Completed,Baku,3.9
PR-2024-05750,2024-01-31,DEP-008,CAT-020,SUP-106,Direct Purchase,836,1.68,1.65,2024-02-23,2024-04-02,2024-04-05,Completed,Ganja,3.7
PR-2025-05751,2025-06-10,DEP-005,CAT-014,SUP-116,Direct Purchase,4,406.01,412.26,2025-06-13,2025-07-28,2025-07-25,Completed,Baku,5.0
PR-2024-05752,2024-07-04,DEP-005,CAT-011,SUP-111,Open Tender,2,1045.13,933.83,2024-07-14,2024-08-08,2024-08-06,Completed,Baku,4.4
PR-2024-05753,2024-07-16,DEP-012,CAT-017,SUP-108,Direct Purchase,12,1861.16,1700.27,2024-07-21,2024-08-17,2024-08-23,Completed,Baku,3.9
PR-2024-05754,2024-05-23,DEP-012,CAT-008,SUP-070,Request for Quotation,45,146.33,134.78,2024-05-25,2024-06-13,2024-06-04,Completed,Mingachevir,3.6
PR-2026-05755,2026-03-02,DEP-012,CAT-003,SUP-107,Request for Quotation,48,822.99,770.53,2026-03-26,2026-04-26,2026-04-30,Completed,Baku,4.3
PR-2025-05756,2025-05-21,DEP-008,CAT-006,SUP-041,Direct Purchase,74,2907.26,2729.72,2025-06-06,2025-06-26,,In Progress,Ganja,
PR-2025-05757,2025-03-03,DEP-004,CAT-001,SUP-107,Open Tender,2,2888.8,2666.86,2025-03-25,2025-05-19,2025-05-19,Completed,Baku,4.7
PR-2025-05758,2025-11-13,DEP-005,CAT-013,SUP-010,Framework Agreement,6,8921.37,8199.57,2025-11-24,2025-12-15,2025-12-11,Completed,Baku,4.2
PR-2026-05759,2026-04-24,DEP-005,CAT-020,SUP-016,Request for Quotation,416,2.19,2.19,2026-04-27,2026-06-15,2026-06-18,Completed,Shirvan,3.5
PR-2025-05760,2025-11-24,DEP-004,CAT-004,SUP-025,Direct Purchase,45,2518.56,2435.47,2025-12-18,2026-01-27,2026-01-31,Completed,Baku,5.0
PR-2024-05761,2024-12-17,DEP-002,CAT-007,SUP-009,Open Tender,599,31.69,27.64,2024-12-23,2025-02-01,2025-02-04,Completed,Baku,4.3
PR-2024-05762,2024-02-06,DEP-003,CAT-015,SUP-114,Direct Purchase,4,18543.68,20760.08,2024-02-19,2024-04-15,2024-04-17,Completed,Baku,4.1
PR-2025-05763,2025-06-10,DEP-011,CAT-008,SUP-060,Request for Quotation,530,252.94,240.49,2025-06-12,2025-07-28,2025-08-03,Completed,Baku,3.6
PR-2024-05764,2024-07-27,DEP-008,CAT-011,SUP-029,Open Tender,3,5128.12,4519.1,2024-08-12,2024-10-02,2024-10-14,Completed,Ganja,3.7
PR-2024-05765,2024-04-29,DEP-009,CAT-007,SUP-086,Request for Quotation,617,4.15,3.68,2024-05-12,2024-06-12,2024-06-18,Completed,Baku,4.5
PR-2024-05766,2024-11-19,DEP-008,CAT-004,SUP-071,Framework Agreement,18,273.18,306.01,2024-11-25,2025-01-09,2025-01-14,Completed,Ganja,3.6
PR-2025-05767,2025-11-06,DEP-009,CAT-007,SUP-064,Open Tender,407,8.08,7.63,2025-11-18,2026-01-03,,Cancelled,Baku,
PR-2025-05768,2025-01-01,DEP-005,CAT-011,SUP-004,Request for Quotation,1,1128.23,1039.42,2025-01-23,2025-02-23,2025-02-20,Completed,Baku,3.6
PR-2025-05769,2025-09-13,DEP-008,CAT-021,SUP-087,Open Tender,38,5286.58,4505.67,2025-09-28,2025-11-26,2025-11-19,Completed, GANJA ,4.3
PR-2025-05770,2025-11-14,DEP-008,CAT-018,SUP-081,Request for Quotation,10,4511.34,4534.88,2025-12-05,2026-01-18,,In Progress,Ganja,
PR-2024-05771,2024-12-27,DEP-011,CAT-022,SUP-087,Framework Agreement,20,352.13,332.55,2025-01-07,2025-01-17,2025-01-11,Completed,Baku,4.8
PR-2024-05772,2024-01-12,DEP-001,CAT-002,SUP-040,Open Tender,9,1530.05,1403.06,2024-02-08,2024-04-01,,In Progress,Baku,
PR-2024-05773,2024-02-28,DEP-012,CAT-008,SUP-068,Request for Quotation,116,33.11,33.04,2024-03-23,2024-05-19,2024-05-07,Completed,Baku,4.3
PR-2024-05774,2024-10-29,DEP-008,CAT-022,SUP-087,Direct Purchase,45,1799.28,1747.46,2024-11-21,2024-12-14,2024-12-19,Completed,Shaki,4.0
PR-2024-05775,2024-01-23,DEP-010,CAT-006,SUP-048,Open Tender,53,4242.74,3979.63,2024-01-26,2024-02-12,2024-02-21,Completed,Baku,4.3
PR-2026-05776,2026-05-30,DEP-004,CAT-006,SUP-107,Open Tender,47,412.95,362.46,2026-06-12,2026-07-10,,In Progress,Baku,
PR-2024-05777,2024-05-23,DEP-011,CAT-021,SUP-102,Request for Quotation,8,6461.62,5855.58,2024-05-25,2024-07-10,2024-07-24,Completed,Baku,3.1
PR-2026-05778,2026-07-03,DEP-002,CAT-024,SUP-002,Request for Quotation,315,19.71,18.12,2026-07-14,2026-08-05,,In Progress,Baku,
PR-2026-05779,2026-07-05,DEP-008,CAT-009,SUP-094,Direct Purchase,141,943.1,1003.48,2026-08-01,2026-08-10,2026-08-06,Completed,Ganja,4.0
PR-2025-05780,2025-02-17,DEP-004,CAT-015,SUP-056,Request for Quotation,2,1266.48,1150.7,2025-03-03,2025-03-14,2025-03-12,Completed,Baku,4.7
PR-2024-05781,2024-02-24,DEP-001,CAT-003,SUP-048,Open Tender,67,729.4,615.46,2024-03-20,2024-05-10,2024-04-29,Completed,Shirvan,4.3
PR-2024-05782,2024-05-01,DEP-001,CAT-022,SUP-111,Open Tender,35,565.89,484.22,2024-05-25,2024-07-04,2024-06-30,Completed,Sumgayit,4.2
PR-2024-05783,2024-05-27,DEP-004,CAT-019,SUP-005,Direct Purchase,44,2636.92,2345.39,2024-06-15,2024-07-02,2024-07-06,Completed,Baku,4.3
PR-2024-05784,2024-03-22,DEP-004,CAT-020,SUP-067,Open Tender,435,1.57,1.42,2024-03-24,2024-05-02,2024-05-05,Completed,Baku,3.3
PR-2024-05785,2024-10-24,DEP-010,CAT-011,SUP-030,Request for Quotation,2,2144.5,2520.79,2024-11-13,2025-01-04,2025-01-07,Completed,Baku,3.6
PR-2025-05786,2025-10-05,DEP-001,CAT-003,SUP-007,Open Tender,76,446.75,394.26,2025-10-25,2025-11-28,,In Progress,Shaki,
PR-2024-05787,2024-01-27,DEP-012,CAT-013,SUP-057,Direct Purchase,4,3741.21,3652.9,2024-02-05,2024-04-05,2024-03-29,Completed,Lankaran,4.1
PR-2025-05788,2025-01-04,DEP-005,CAT-006,SUP-054,Open Tender,48,964.55,841.4,2025-01-27,2025-03-15,2025-03-15,Completed,Baku,3.7
PR-2024-05789,2024-03-21,DEP-007,CAT-022,SUP-049,Direct Purchase,28,1259.75,1371.24,2024-04-11,2024-06-06,2024-05-28,Completed,Baku,4.7
PR-2026-05790,2026-06-02,DEP-001,CAT-008,SUP-021,Direct Purchase,446,99.59,102.27,2026-06-07,2026-07-24,,In Progress,Baku,
PR-2026-05791,2026-07-07,DEP-003,CAT-016,SUP-056,Framework Agreement,1,23104.9,21476.67,2026-07-21,2026-08-06,2026-08-02,Completed,Baku,4.5
PR-2025-05792,2025-02-20,DEP-008,CAT-011,SUP-029,Request for Quotation,2,734.93,677.99,2025-03-02,2025-03-14,2025-03-15,Completed,Ganja,4.2
PR-2025-05793,2025-05-09,DEP-003,CAT-017,SUP-027,Open Tender,33,1634.96,1320.21,2025-05-20,2025-06-28,2025-06-30,Completed,Sumgayit,4.0
PR-2024-05794,2024-09-17,DEP-004,CAT-003,SUP-107,Request for Quotation,36,297.53,287.76,2024-09-20,2024-10-10,2024-09-28,Completed,Baku,4.0
PR-2025-05795,2025-11-06,DEP-005,CAT-011,SUP-023,Direct Purchase,7,10072.8,10237.91,2025-11-20,2025-12-18,2025-12-10,Completed,Lankaran,3.7
PR-2024-05796,2024-10-02,DEP-012,CAT-004,SUP-054,Direct Purchase,33,260.09,261.55,2024-10-04,2024-11-15,2024-11-23,Completed,Baku,3.5
PR-2025-05797,2025-02-02,DEP-012,CAT-007,SUP-068,Open Tender,767,19.99,17.13,2025-02-17,2025-03-10,2025-03-02,Completed,Sumgayit,4.8
PR-2026-05798,2026-06-08,DEP-005,CAT-020,SUP-118,Request for Quotation,670,2.0,1.81,2026-06-14,2026-07-15,2026-07-16,Completed,Baku,3.6
PR-2026-05799,2026-04-02,DEP-012,CAT-001,SUP-100,Framework Agreement,21,1844.61,1691.67,2026-04-08,2026-05-07,2026-05-07,Completed,Baku,4.7
PR-2024-05800,2024-02-25,DEP-005,CAT-009,SUP-018,Framework Agreement,112,911.32,851.83,2024-03-19,2024-04-13,,In Progress,Baku,
PR-2024-05801,2024-10-07,DEP-010,CAT-007,SUP-068,Open Tender,414,11.91,10.56,2024-11-01,2024-12-21,,In Progress,Baku,
PR-2024-05802,2024-10-14,DEP-001,CAT-001,SUP-062,Open Tender,13,2077.49,1872.19,2024-10-21,2024-10-31,2024-11-16,Completed,Baku,4.4
PR-2024-05803,2024-11-26,DEP-009,CAT-008,SUP-070,Request for Quotation,602,41.97,39.24,2024-11-30,2024-12-24,2024-12-28,Completed,Sumgayit,4.6
PR-2025-05804,2025-05-12,DEP-008,CAT-020,SUP-044,Request for Quotation,735,1.29,1.21,2025-05-22,2025-06-08,2025-06-15,Completed,Ganja,4.2
PR-2026-05805,2026-05-22,DEP-010,CAT-004,SUP-101,Open Tender,57,247.9,216.11,2026-06-03,2026-08-02,2026-07-29,Completed, BAKU ,4.1
PR-2026-05806,2026-01-09,DEP-005,CAT-010,SUP-036,Request for Quotation,34,145.31,138.31,2026-02-06,2026-03-13,2026-03-18,Completed,Baku,4.4
PR-2024-05807,2024-11-14,DEP-009,CAT-016,SUP-083,Open Tender,4,5010.59,4209.04,2024-11-30,2025-01-09,2025-01-05,Completed,Baku,4.5
PR-2026-05808,2026-07-11,DEP-011,CAT-015,SUP-080,Direct Purchase,4,4306.86,4199.97,2026-07-19,2026-09-04,2026-09-04,Completed,Baku,4.6
PR-2025-05809,2025-04-30,DEP-005,CAT-011,SUP-023,Direct Purchase,9,9099.3,9330.1,2025-05-04,2025-05-11,,In Progress,Baku,
PR-2024-05810,2024-07-17,DEP-005,CAT-009,SUP-036,Open Tender,59,323.14,283.8,2024-07-22,2024-07-31,,In Progress,Baku,
PR-2025-05811,2025-11-10,DEP-003,CAT-016,SUP-074,Request for Quotation,2,2230.63,2040.65,2025-11-24,2025-12-02,2025-12-06,Completed,Baku,2.6
PR-2026-05812,2026-04-21,DEP-004,CAT-001,SUP-001,Request for Quotation,77,1523.69,1431.08,2026-05-18,2026-06-06,,In Progress,Baku,
PR-2026-05813,2026-02-07,DEP-005,CAT-013,SUP-099,Open Tender,7,29613.84,27218.07,2026-03-07,2026-04-06,2026-04-07,Completed,Baku,5.0
PR-2025-05814,2025-06-30,DEP-004,CAT-002,SUP-100,Request for Quotation,59,1163.36,1198.63,2025-07-02,2025-07-15,,In Progress,Baku,
PR-2025-05815,2025-01-13,DEP-004,CAT-020,SUP-095,Open Tender,838,1.8,1.66,2025-01-21,2025-02-10,2025-02-03,Completed,Baku,4.7
PR-2025-05816,2025-10-04,DEP-012,CAT-012,SUP-039,Request for Quotation,2,514.41,502.44,2025-10-24,2025-11-15,2025-11-10,Completed,Baku,4.1
PR-2025-05817,2025-12-18,DEP-008,CAT-006,SUP-007,Direct Purchase,2,3698.84,3774.47,2025-12-26,2026-01-17,,In Progress,Ganja,
PR-2026-05818,2026-02-01,DEP-001,CAT-003,SUP-001,Request for Quotation,15,643.49,626.43,2026-02-07,2026-04-06,2026-04-14,Completed,Baku,3.9
PR-2024-05819,2024-12-29,DEP-005,CAT-017,SUP-071,Open Tender,90,415.51,375.68,2025-01-04,2025-03-04,2025-03-12,Completed,Baku,3.9
PR-2025-05820,2025-07-21,DEP-001,CAT-005,SUP-041,Open Tender,16,2000.64,1840.98,2025-07-26,2025-09-01,2025-09-06,Completed,Mingachevir,4.5
PR-2026-05821,2026-05-04,DEP-008,CAT-012,SUP-024,Open Tender,3,21658.48,24087.12,2026-05-30,2026-07-20,2026-07-28,Completed,Lankaran,4.4
PR-2026-05822,2026-08-12,DEP-005,CAT-023,SUP-059,Open Tender,43,10.57,9.42,2026-09-09,2026-10-16,2026-10-17,Completed,Ganja,4.2
PR-2026-05823,2026-08-06,DEP-008,CAT-011,SUP-039,Open Tender,9,1371.72,1159.27,2026-08-08,2026-09-03,2026-09-09,Completed,Lankaran,4.7
PR-2026-05824,2026-02-21,DEP-001,CAT-002,SUP-100,Direct Purchase,55,2278.66,2153.75,2026-03-06,2026-04-16,2026-04-20,Completed,Baku,4.3
PR-2025-05825,2025-03-09,DEP-008,CAT-012,SUP-031,Open Tender,11,24878.1,23774.31,2025-03-28,2025-05-01,,In Progress,Ganja,
PR-2025-05826,2025-11-25,DEP-004,CAT-001,SUP-107,Open Tender,30,1274.78,1222.33,2025-12-06,2026-01-02,2025-12-28,Completed,Absheron,4.8
PR-2026-05827,2026-03-06,DEP-007,CAT-022,SUP-104,Direct Purchase,22,4063.96,4109.73,2026-03-08,2026-03-19,2026-03-07,Completed,Baku,4.3
PR-2024-05828,2024-03-30,DEP-006,CAT-013,SUP-116,Request for Quotation,1,3157.6,2852.34,2024-04-04,2024-05-19,2024-05-15,Completed,Baku,5.0
PR-2026-05829,2026-01-03,DEP-009,CAT-007,SUP-070,Open Tender,62,8.17,7.02,2026-01-23,2026-02-19,2026-02-25,Completed,Baku,4.7
PR-2026-05830,2026-08-25,DEP-004,CAT-012,SUP-030,Framework Agreement,8,7048.59,7662.44,2026-09-07,2026-09-16,2026-09-10,Completed,Baku,3.9
PR-2024-05831,2024-10-06,DEP-001,CAT-001,SUP-025,Open Tender,14,1854.41,1760.52,2024-10-27,2024-11-10,2024-11-04,Completed,Baku,5.0
PR-2025-05832,2025-03-06,DEP-004,CAT-020,SUP-044,Direct Purchase,881,1.18,1.14,2025-03-10,2025-05-04,2025-04-26,Completed,Baku,4.7
PR-2024-05833,2024-01-16,DEP-006,CAT-008,SUP-086,Framework Agreement,153,126.27,121.23,2024-01-20,2024-02-02,2024-01-28,Completed,Ganja,4.3
PR-2026-05834,2026-06-24,DEP-007,CAT-023,SUP-085,Request for Quotation,220,23.16,21.92,2026-07-05,2026-07-23,2026-07-22,Completed,Baku,3.5
PR-2024-05835,2024-08-21,DEP-008,CAT-020,SUP-095,Request for Quotation,236,2.43,2.34,2024-09-07,2024-10-31,2024-10-29,Completed,Ganja,3.6
PR-2025-05836,2025-04-02,DEP-012,CAT-024,SUP-033,Open Tender,347,20.51,18.65,2025-04-30,2025-06-08,2025-05-27,Completed,Baku,4.0
PR-2024-05837,2024-06-12,DEP-002,CAT-008,SUP-021,Open Tender,715,105.51,97.3,2024-07-06,2024-07-30,2024-07-30,Completed,Lankaran,5.0
PR-2024-05838,2024-04-15,DEP-002,CAT-015,SUP-006,Framework Agreement,1,3023.35,2809.17,2024-05-04,2024-06-07,2024-06-15,Completed,Baku,3.5
PR-2024-05839,2024-11-09,DEP-012,CAT-008,SUP-070,Direct Purchase,642,108.1,111.66,2024-11-27,2025-01-16,2025-01-19,Completed,Baku,4.8
PR-2026-05840,2026-08-18,DEP-007,CAT-023,SUP-055,Open Tender,65,53.11,52.46,2026-08-23,2026-09-30,2026-10-01,Completed,Baku,3.9
PR-2024-05841,2024-08-16,DEP-001,CAT-004,SUP-107,Request for Quotation,80,5489.87,5173.45,2024-08-20,2024-09-11,,Pending,Baku,
PR-2025-05842,2025-04-17,DEP-005,CAT-013,SUP-096,Open Tender,8,11267.81,10674.61,2025-05-02,2025-05-27,2025-05-22,Completed,Baku,4.7
PR-2026-05843,2026-04-05,DEP-012,CAT-008,SUP-061,Request for Quotation,749,209.83,206.47,2026-04-29,2026-06-11,2026-06-05,Completed,Ganja,3.9
PR-2025-05844,2025-01-28,DEP-012,CAT-021,SUP-019,Open Tender,38,4294.13,3778.8,2025-02-05,2025-02-25,2025-03-19,Completed,Baku,3.1
PR-2026-05845,2026-04-11,DEP-005,CAT-012,SUP-119,Direct Purchase,1,20645.77,19959.92,2026-04-30,2026-06-20,2026-06-09,Completed,Lankaran,4.7
PR-2025-05846,2025-04-12,DEP-010,CAT-018,SUP-098,Request for Quotation,9,5724.62,5212.12,2025-04-30,2025-06-05,2025-06-05,Completed,Baku,4.5
PR-2024-05847,2024-04-21,DEP-005,CAT-013,SUP-028,Request for Quotation,9,8734.76,7812.38,2024-04-24,2024-05-25,2024-06-01,Completed,Baku,3.7
PR-2024-05848,2024-11-25,DEP-008,CAT-004,SUP-048,Open Tender,40,3806.77,4117.4,2024-12-22,2025-01-02,2024-12-29,Completed,Ganja,4.2
PR-2025-05849,2025-05-01,DEP-005,CAT-011,SUP-031,Open Tender,8,1955.14,1810.51,2025-05-12,2025-07-09,2025-07-08,Completed,Shaki,4.3
PR-2025-05850,2025-11-14,DEP-001,CAT-006,SUP-041,Framework Agreement,54,1658.62,1612.62,2025-11-17,2026-01-06,2026-01-02,Completed,Lankaran,4.5
PR-2026-05851,2026-01-04,DEP-002,CAT-015,SUP-080,Open Tender,4,2460.26,2239.76,2026-01-17,2026-02-12,,In Progress,Lankaran,
PR-2026-05852,2026-01-09,DEP-004,CAT-019,SUP-012,Request for Quotation,931,983.13,1054.87,2026-01-28,2026-02-21,2026-02-22,Completed,Baku,3.5
PR-2026-05853,2026-08-23,DEP-012,CAT-012,SUP-119,Open Tender,9,2604.78,2224.81,2026-09-13,2026-10-24,2026-10-19,Completed,Lankaran,4.7
PR-2025-05854,2025-12-20,DEP-008,CAT-019,SUP-012,Open Tender,285,2198.99,1999.59,2025-12-22,2026-01-15,2026-01-14,Completed,Sumgayit,3.7
PR-2024-05855,2024-06-16,DEP-002,CAT-015,SUP-074,Open Tender,2,1227.58,975.29,2024-06-22,2024-07-27,2024-07-30,Completed,Absheron,2.9
PR-2024-05856,2024-01-11,DEP-010,CAT-006,SUP-054,Framework Agreement,29,8381.59,7519.69,2024-02-05,2024-03-25,2024-03-19,Completed,Baku,4.1
PR-2025-05857,2025-09-26,DEP-008,CAT-011,SUP-066,Open Tender,3,3825.6,4174.89,2025-10-01,2025-11-11,2025-11-22,Completed,Ganja,3.4
PR-2024-05858,2024-04-12,DEP-012,CAT-008,SUP-082,Open Tender,153,273.29,249.4,2024-05-01,2024-05-23,2024-05-24,Completed,Baku,4.6
PR-2024-05859,2024-01-21,DEP-002,CAT-007,SUP-044,Request for Quotation,350,24.07,23.85,2024-01-28,2024-02-14,2024-02-22,Completed,Ganja,4.3
PR-2024-05860,2024-12-22,DEP-004,CAT-020,SUP-095,Direct Purchase,853,1.55,1.49,2025-01-06,2025-02-18,2025-02-06,Completed,Absheron,4.4
PR-2025-05861,2025-04-17,DEP-002,CAT-005,SUP-001,Open Tender,15,714.85,641.96,2025-04-24,2025-06-22,2025-06-23,Completed,Baku,3.7
PR-2024-05862,2024-04-13,DEP-003,CAT-015,SUP-083,Open Tender,3,4992.02,4196.46,2024-05-09,2024-06-10,2024-06-05,Completed,Ganja,3.9
PR-2024-05863,2024-01-20,DEP-004,CAT-012,SUP-029,Framework Agreement,3,349.96,303.51,2024-02-02,2024-02-27,2024-02-27,Completed,Lankaran,3.6
PR-2025-05864,2025-01-21,DEP-006,CAT-017,SUP-097,Request for Quotation,102,2541.37,2507.51,2025-02-18,2025-03-12,2025-03-17,Completed,Shirvan,4.6
PR-2024-05865,2024-02-07,DEP-002,CAT-016,SUP-006,Open Tender,3,1853.11,1687.9,2024-02-15,2024-02-22,2024-02-21,Completed,Baku,3.3
PR-2026-05866,2026-05-07,DEP-005,CAT-014,SUP-043,Framework Agreement,10,261.5,234.58,2026-05-18,2026-07-16,,In Progress,Baku,
PR-2024-05867,2024-09-04,DEP-001,CAT-004,SUP-100,Request for Quotation,37,3276.05,3148.09,2024-09-16,2024-11-01,2024-10-28,Completed,Baku,5.0
PR-2026-05868,2026-01-09,DEP-010,CAT-018,SUP-078,Framework Agreement,4,11873.81,13931.45,2026-02-02,2026-03-29,,Pending,Baku,
PR-2026-05869,2026-08-04,DEP-007,CAT-021,SUP-058,Open Tender,50,774.81,683.14,2026-08-13,2026-09-12,2026-09-01,Completed,Baku,4.7
PR-2024-05870,2024-08-18,DEP-001,CAT-001,SUP-048,Open Tender,75,2828.91,2402.4,2024-08-23,2024-09-03,2024-08-22,Completed,Shaki,4.5
PR-2026-05871,2026-01-18,DEP-005,CAT-012,SUP-114,Request for Quotation,7,1014.51,895.95,2026-01-26,2026-02-21,2026-02-14,Completed,Baku,5.0
PR-2026-05872,2026-07-03,DEP-008,CAT-017,SUP-027,Direct Purchase,67,725.89,745.33,2026-07-18,2026-08-26,2026-09-07,Completed,Ganja,3.4
PR-2026-05873,2026-03-14,DEP-005,CAT-009,SUP-103,Open Tender,31,1025.81,921.91,2026-03-24,2026-04-08,2026-04-08,Completed,Absheron,3.7
PR-2026-05874,2026-02-19,DEP-001,CAT-005,SUP-059,Request for Quotation,45,306.81,283.32,2026-02-23,2026-03-30,2026-03-25,Completed,Baku,4.4
PR-2024-05875,2024-11-14,DEP-004,CAT-012,SUP-023,Direct Purchase,7,6239.94,6380.19,2024-11-26,2024-12-08,2024-12-13,Completed,Baku,4.1
PR-2025-05876,2025-07-12,DEP-005,CAT-010,SUP-037,Open Tender,86,209.08,214.77,2025-07-18,2025-08-16,2025-08-28,Completed,Baku,2.4
